Timestamp;Open;High;Low;Close;Volume (BTC);Volume (Currency);Weighted Price
18/10/2020 00:00;11363.4;11526.34;11352.79;11519.97;1047.17;11987530.53;11447.56
19/10/2020 00:00;11518.58;11840;11409.94;11764.14;5459.93;63658430.8;11659.19
20/10/2020 00:00;11759.2;12059.94;11680;11921.11;5859.84;69612470.31;11879.59
21/10/2020 00:00;11921.33;13235;11899.1;12802.67;20093.61;252863284.9;12584.26
22/10/2020 00:00;12802.63;13208.25;12686.73;12983.26;9277.56;120267676.2;12963.28
23/10/2020 00:00;12983.26;13037.26;12729.82;12941.59;4996.4;64526705.98;12914.65
24/10/2020 00:00;12940.03;13182.83;12887.38;13122.73;2820.82;36821705.67;13053.53
25/10/2020 00:00;13115.18;13363.53;12903.74;13039.09;3658.6;47845374.45;13077.5
26/10/2020 00:00;13041.12;13250;12773.5;13066.73;5725.2;74788651.05;13063.07
27/10/2020 00:00;13065.1;13788;13057.09;13647.9;11242.75;151171567.9;13446.13
28/10/2020 00:00;13642.31;13864.89;12892;13274.73;10670.86;142691342.5;13372.05
29/10/2020 00:00;13275.82;13650;12993;13468.44;8894.96;118490203.4;13321.05
30/10/2020 00:00;13456.14;13675.56;13129.26;13562.13;8981.12;120405656.9;13406.53
31/10/2020 00:00;13569.42;14100;13420.97;13816.08;6337.39;87241558.79;13766.16
01/11/2020 00:00;13799.44;13907.47;13629.31;13762;2534.09;34875344.36;13762.5
02/11/2020 00:00;13762;13842.5;13220;13563.72;7065.41;95702657.74;13545.24
03/11/2020 00:00;13578.82;14083.76;13287.7;14041.58;7225.87;98510026.22;13632.97
04/11/2020 00:00;14041.58;14277.5;13520.87;14160.59;10926.33;151965232.2;13908.17
05/11/2020 00:00;14168.49;15770.58;14100;15605.04;18422.63;275183510.5;14937.25
06/11/2020 00:00;15608.32;15968.98;15196.01;15598.09;13479.47;209882776.6;15570.55
07/11/2020 00:00;15603.28;15778.6;14351;14838.97;10933.92;164850613.4;15076.99
08/11/2020 00:00;14829.32;15664.9;14727.19;15489.15;5046.5;76984757.68;15255.08
09/11/2020 00:00;15484.68;15854.48;14824.66;15332.04;14466.08;222261730.9;15364.34
10/11/2020 00:00;15349.32;15482.76;15092.47;15313.65;8966.48;137414341.9;15325.34
11/11/2020 00:00;15314.94;15991.01;15290.85;15707.89;10013.26;156732759.3;15652.51
12/11/2020 00:00;15702;16369.99;15481;16300;16261.47;259198499.7;15939.42
13/11/2020 00:00;16300;16494.52;15970.33;16335.58;7843.22;127681269.2;16279.18
14/11/2020 00:00;16339.06;16341.89;15715.1;16086.34;5046.33;80655331.91;15982.98
15/11/2020 00:00;16092.8;16170;15786.46;15975.49;3225.71;51544809.35;15979.39
16/11/2020 00:00;15975.49;16894.93;15875.5;16724.62;7511.71;123266891.1;16409.95
17/11/2020 00:00;16727.85;17868;16570;17680.63;9824.74;169577027.7;17260.21
18/11/2020 00:00;17681.77;18483;17041.47;17785.95;15717.92;280945357.6;17874.21
19/11/2020 00:00;17792.96;18189.97;17346.62;17825.47;10506.7;186936816;17792.16
20/11/2020 00:00;17822.37;18824.88;17755.81;18687.65;10020.01;184068115.5;18370.05
21/11/2020 00:00;18685.08;18977;18333.45;18725;5937.51;111093107.9;18710.4
22/11/2020 00:00;18726.43;18770.55;17600;18435.2;6417.22;117382677.7;18291.83
23/11/2020 00:00;18432.6;18786.31;18001.95;18383.35;9412.09;173587680.3;18443.06
24/11/2020 00:00;18386.92;19442.13;18068.56;19160.85;13262.83;251204225.2;18940.47
25/11/2020 00:00;19175.13;19490;18470.91;18732.43;8962.62;170770460.5;19053.63
26/11/2020 00:00;18727.24;18911.04;16218;17160.09;21424.99;367461144.6;17151.06
27/11/2020 00:00;17168.31;17471.89;16435.47;17154.39;8964.83;151877681.9;16941.5
28/11/2020 00:00;17160.38;17896.03;16875.01;17741.79;4471.52;77855085.76;17411.32
29/11/2020 00:00;17724.41;18352.47;17534.87;18192.03;3736.16;67393875.41;18038.28
30/11/2020 00:00;18196.75;19864.15;18196.75;19700.19;10612.67;202854958.4;19114.41
01/12/2020 00:00;19703.53;19918.01;18100;18771.43;11799.59;225745303.6;19131.62
02/12/2020 00:00;18773.21;19346.9;18334;19226.55;6749.36;127787962.2;18933.33
03/12/2020 00:00;19220.09;19621;18881.62;19448.4;6196.53;119698552.8;19317.04
04/12/2020 00:00;19439.94;19552.5;18573.89;18673.76;6261.7;119320703.1;19055.65
05/12/2020 00:00;18650.08;19185.17;18500;19162.16;2376.72;45099564.95;18975.52
06/12/2020 00:00;19162.17;19418.39;18870.62;19380.58;2503.45;47970667.29;19161.79
07/12/2020 00:00;19385.13;19431;18905;19173.5;4323.27;82914592.37;19178.67
08/12/2020 00:00;19183.13;19300.55;18163.52;18316.43;5979.97;112420360.7;18799.5
09/12/2020 00:00;18311.31;18654.92;17640.33;18556.64;8906.95;162438255.4;18237.26
10/12/2020 00:00;18546.38;18562.13;17908;18250.3;6784.46;123858294.2;18256.19
11/12/2020 00:00;18250.3;18290.43;17569.58;18040.02;6687.92;119696677.1;17897.44
12/12/2020 00:00;18031.23;18956.46;18022.55;18815.63;3515.33;65052423.89;18505.37
13/12/2020 00:00;18806.83;19416.64;18628.1;19162.36;4251.96;81378675.48;19139.09
14/12/2020 00:00;19151.82;19346.9;18979.21;19274.33;3618.38;69353305.92;19166.97
15/12/2020 00:00;19274.33;19567.84;19050;19434.87;6750.77;130572007.9;19341.79
16/12/2020 00:00;19434.55;21576.76;19277.66;21365.7;14974.62;305411951.3;20395.3
17/12/2020 00:00;21358.96;23777;21244.04;22814.24;22626.69;515466569.1;22781.35
18/12/2020 00:00;22829.89;23284.68;22360.93;23136.14;11360.34;259866354.6;22874.88
19/12/2020 00:00;23142.05;24217.38;22719.78;23842.99;8672.04;203709712.9;23490.41
20/12/2020 00:00;23842.38;24298.04;23092.77;23470.85;5095.96;120302318.3;23607.38
21/12/2020 00:00;23470.85;24123.83;21864.86;22732.01;12675.13;291898841.1;23029.26
22/12/2020 00:00;22750.07;23843.21;22383.59;23835.1;9367.61;216786900.4;23142.18
23/12/2020 00:00;23819.08;24096.9;22624.92;23247.71;11541.97;271104880;23488.62
24/12/2020 00:00;23215;23779.14;22700.1;23726.28;7185.48;166747478.7;23206.16
25/12/2020 00:00;23747.22;24777;23403.82;24705.15;6469.23;156127793;24133.91
26/12/2020 00:00;24714.01;26809.5;24485.32;26466.28;7491.46;191884953.5;25613.82
27/12/2020 00:00;26472.89;28377.94;25770;26259.6;13234.33;358402043.1;27081.23
28/12/2020 00:00;26242.82;27473.49;26079.6;27037.91;7987.78;215371704;26962.66
29/12/2020 00:00;27037.9;27395;25831.85;27370;9577.28;255273840.6;26654.11
30/12/2020 00:00;27370;29010.32;27328.37;28881.3;11741.73;330879918.3;28179.82
31/12/2020 00:00;28893.21;29300;27930.75;28992.79;9477.68;273138207.6;28819.11
01/01/2021 00:00;28999.63;29700;28720;29402.64;8781.47;257112705;29279.02
02/01/2021 00:00;29410.77;33333;29050;32216.53;17867.88;560132127.9;31348.55
03/01/2021 00:00;32216.51;34800;31977.45;33097.83;14160.58;473869490.4;33463.99
04/01/2021 00:00;33068.83;33669.76;27734;32005.88;22446.94;698096326.1;31099.84
05/01/2021 00:00;32054.23;34500;29936.26;34039.05;14806.5;478865488.8;32341.58
06/01/2021 00:00;34081.24;37050.83;33348.27;36849.94;19219.29;672280072.7;34979.45
07/01/2021 00:00;36875.96;40402.46;36327.5;39510.49;23102.26;884801285.6;38299.34
08/01/2021 00:00;39510.59;42000;36618.36;40667.07;22183.95;887158778.5;39991.02
09/01/2021 00:00;40682.76;41422.77;38788.16;40239.06;8535.85;344406738;40348.28
10/01/2021 00:00;40239.06;41450;34322.07;38173.73;16219;625303825.3;38553.79
11/01/2021 00:00;38164.88;38261.39;30261.13;35455.58;40786.96;1369433668;33575.28
12/01/2021 00:00;35449.71;36639.23;32479.91;34035.02;18267.87;635329603.6;34778.52
13/01/2021 00:00;34035.02;37800;32327.76;37393.49;13662.39;474782173.8;34751.04
14/01/2021 00:00;37393.49;40112.78;36717.23;39134.35;10923.5;421721110.1;38606.76
15/01/2021 00:00;39147.98;39694;34380;36756.57;13499.12;496821058.3;36803.97
16/01/2021 00:00;36778.66;37944.12;35350;36000;7688.58;282920940.6;36797.54
17/01/2021 00:00;36013.51;36839;33833.55;35819.25;6821.71;241414408.9;35389.12
18/01/2021 00:00;35826.36;37449.86;34777.85;36616.95;6251.21;225869723.7;36132.13
19/01/2021 00:00;36665.82;37874.71;35888;35917.62;6578.86;242901589.4;36921.54
20/01/2021 00:00;35888.13;36440.1;33400;35496.91;12160.47;423937676.5;34861.96
21/01/2021 00:00;35516.17;35620.96;30044.16;30818.18;21214.64;685698441.2;32321.94
22/01/2021 00:00;30817.86;33864.85;28800;32992.06;17019.58;533796043.8;31363.64
23/01/2021 00:00;32989.1;33468.46;31426.11;32117.49;5255.75;169926965;32331.66
24/01/2021 00:00;32098.38;33075.75;30960.77;32288.83;4658.71;149505960.2;32091.71
25/01/2021 00:00;32289.06;34888;31939.12;32261.22;10038.76;336155467.2;33485.77
26/01/2021 00:00;32264.15;32953.28;30847.4;32504.53;11554.91;369700342.7;31995.08
27/01/2021 00:00;32521.65;32580.12;29150.49;30424.62;22403.71;690250535.6;30809.66
28/01/2021 00:00;30427.34;33870.58;29899.99;33484.87;17879.36;571659889.8;31973.18
29/01/2021 00:00;33488.66;38620;31990;34249.64;31439.62;1118437871;35574.15
30/01/2021 00:00;34265.71;34931.39;32860;34323;7281.29;247478982.8;33988.36
31/01/2021 00:00;34300.19;34380.21;32193.7;33141.38;4750.12;158177584.2;33299.68
01/02/2021 00:00;33110.32;34736.1;32333.01;33532.74;8374.06;282967656.3;33790.99
02/02/2021 00:00;33497.16;36008.67;33431.67;35522.16;7225.87;251901236.9;34861.05
03/02/2021 00:00;35496.91;37732.87;35382.45;37691.63;8777.33;321601925.4;36640.05
04/02/2021 00:00;37693;38748.52;36197.65;36996.32;11762.8;440616261.4;37458.44
05/02/2021 00:00;36984.28;38359.69;36618.36;38320;5211.97;196644312.1;37729.33
06/02/2021 00:00;38320;41025.48;38230.81;39282.1;8635.66;344009199.1;39835.89
07/02/2021 00:00;39274.8;39727.44;37412.93;38858.39;5973.24;230396414;38571.43
08/02/2021 00:00;38870.36;46712.12;38050.97;46416.45;19053.71;820630078.3;43069.3
09/02/2021 00:00;46445.51;48216.09;45000;46505.2;12505.08;584053282.6;46705.27
10/02/2021 00:00;46493.9;47364.09;43746.06;44854.63;9483.33;432009473.9;45554.62
11/02/2021 00:00;44854.63;48696.84;44040.96;47981.48;9390.82;440171574.5;46872.56
12/02/2021 00:00;48044.88;49000;46231.16;47395.84;5970.14;283871530.3;47548.59
13/02/2021 00:00;47424.25;48220;46133;47228.48;4271.67;201291070.8;47122.31
14/02/2021 00:00;47258.66;49714.66;47081.02;48662.5;5201.69;253563723.5;48746.38
15/02/2021 00:00;48620.48;49048.82;45914.75;47942.57;6924.33;329015293.1;47515.8
16/02/2021 00:00;47954.05;50602.53;47036.02;49166.53;8376.08;410409533;48997.83
17/02/2021 00:00;49136.7;52640;48896.19;52174.28;9571.65;488157711.4;51000.38
18/02/2021 00:00;52141.23;52566.98;50869.61;51579.54;6330.14;328222293.6;51850.69
19/02/2021 00:00;51560.46;56399.99;50627.32;55988.58;9229.78;497300982;53880.03
20/02/2021 00:00;56000.59;57553.81;54000;55936.04;5187.25;292226077.6;56335.45
21/02/2021 00:00;55919.75;58354.14;55537.99;57492.91;3562.97;203651061.9;57157.68
22/02/2021 00:00;57485.74;57564.19;47400;54173.65;17002.83;911155318;53588.44
23/02/2021 00:00;54173.64;54196.58;44845.72;48887.93;17766.4;859766472.9;48392.84
24/02/2021 00:00;48927.33;51459.51;47000;49754;8774.37;437575637.8;49869.77
25/02/2021 00:00;49715.13;52079.16;46723;47088.58;7920.69;394705022.2;49832.13
26/02/2021 00:00;47070.18;48476.62;44151.97;46314.83;8126.23;377583642.4;46464.81
27/02/2021 00:00;46324.15;48365.31;45050;46109.98;3071.57;144219099.2;46952.92
28/02/2021 00:00;46142.1;46659.88;43021;45240.96;6668.92;297110731.7;44551.56
01/03/2021 00:00;45261.56;49831.52;45020.25;49629.33;8512.76;408545516.1;47992.14
02/03/2021 00:00;49641.89;50250;47069.52;48516.35;4945.79;240307216.2;48588.25
03/03/2021 00:00;48438;52652.82;48168.45;50379.68;6151.49;312878268.3;50862.22
04/03/2021 00:00;50376.05;51817.54;47500;48360.5;5641.61;277946250.3;49267.17
05/03/2021 00:00;48353.09;49471.24;46294;48739.21;5219.25;248715104.5;47653.45
06/03/2021 00:00;48774.67;49200;47082.29;48904.63;2141.06;103397091.8;48292.47
07/03/2021 00:00;48933.12;51477.53;48933.12;50967.3;2818.45;142113261;50422.49
08/03/2021 00:00;50952.55;52427.8;49316.98;52427.8;4419.56;224764290;50856.7
09/03/2021 00:00;52427.8;54939.26;51857;54929.02;5428.89;293049381.3;53979.59
10/03/2021 00:00;54927.29;57402.89;53010;55852.29;6916.28;384921865.6;55654.48
11/03/2021 00:00;55918.09;58155.99;54269;57772.09;6640.49;374115964.6;56338.63
12/03/2021 00:00;57847.92;58098.5;55011;57271.04;5232.31;296734625.1;56711.97
13/03/2021 00:00;57297.67;61781.83;56080.96;61165.19;6187.83;369229473.6;59670.23
14/03/2021 00:00;61177.03;61700;58959.57;59016.39;3274.12;197852123.4;60429.06
15/03/2021 00:00;58956.9;60595.13;54555;55644.37;7725.21;441393192.8;57136.69
16/03/2021 00:00;55616.42;56950;53221;56908.34;7733.23;425732104.6;55052.32
17/03/2021 00:00;56928.38;58968.8;54124;58901.8;5840.08;328989895.7;56333.14
18/03/2021 00:00;58939.73;60083.25;57000;57648.05;5516.46;323184873.9;58585.51
19/03/2021 00:00;57648.01;59450.95;56279.34;58072;3523.48;205444123.8;58307.12
20/03/2021 00:00;58029.94;59957;57815.61;58138.39;2382.95;140165671.6;58820.34
21/03/2021 00:00;58072.87;58632.52;55500;57381.79;3628.8;207594290.2;57207.46
22/03/2021 00:00;57410.54;58461.78;53715;54070.92;6566.97;367675163;55988.58
23/03/2021 00:00;54117.71;55866.44;52933.03;54361.57;4996.46;272932193.4;54625.07
24/03/2021 00:00;54360.07;57207.33;51638.76;52287.52;6867.56;377085277.6;54908.15
25/03/2021 00:00;52281.77;53271.59;50360;51326.11;6682.62;346759323;51889.75
26/03/2021 00:00;51292.65;55114.86;51263.38;55081.37;4874.25;259910992.2;53323.27
27/03/2021 00:00;55081.26;56686.15;53948.35;55839.42;2609.97;144366052;55313.35
28/03/2021 00:00;55817.85;56573.04;54677.51;55790.92;2073.45;115465189.1;55687.49
29/03/2021 00:00;55790.28;58402.68;54892.42;57600.1;5360.43;306951542.4;57262.53
30/03/2021 00:00;57623.66;59388.66;57011;58760.59;3392.34;198361832.2;58473.48
31/03/2021 00:00;58767.75;59816.17;56713.45;58782.58;4595.25;269467568.9;58640.43
01/04/2021 00:00;58789.96;59490;57935.42;58728.53;2786.58;163922679.3;58825.74
02/04/2021 00:00;58744;60103.04;58450;59003.6;2564.6;152279790.2;59377.6
03/04/2021 00:00;58967.61;59801.39;56922;57064.42;1663.27;97443951.17;58585.83
04/04/2021 00:00;57064.13;58501;56466.25;58212.18;1440.63;82940646.5;57572.41
05/04/2021 00:00;58213.69;59280;56800;59125;2402.44;140036218.7;58289.23
06/04/2021 00:00;59135.36;59473.9;57216;58018.3;2711.4;158094310.1;58307.31
07/04/2021 00:00;58024.9;58668;55441.93;55932.83;5454.58;309187618.4;56684.07
08/04/2021 00:00;55912.38;58145.49;55680.4;58096.6;4586.81;262708078.4;57274.72
09/04/2021 00:00;58066.18;58890.25;57657.43;58109.56;2660.65;154927754.7;58229.33
10/04/2021 00:00;58129.02;61222.22;57870;59766.93;3917.95;235221060.9;60036.76
11/04/2021 00:00;59773.19;60679;59165.15;59979.26;1822.72;108992684.5;59796.71
12/04/2021 00:00;59972.26;61234.56;59361.11;59831.66;3707.44;223073719.7;60169.26
13/04/2021 00:00;59814.87;63769;59780;63564.48;5711.53;354930338.6;62142.81
14/04/2021 00:00;63605.69;64895.22;61327;62986.09;6002.89;380071318.6;63314.69
15/04/2021 00:00;62954.2;63855.37;61998.9;63239.19;3433.45;216131742.2;62948.87
16/04/2021 00:00;63247.24;63580.4;60042.04;61436.24;5778.82;355268677.3;61477.76
17/04/2021 00:00;61436.23;62596.48;59676.67;60032.29;3091.48;188928025.3;61112.41
18/04/2021 00:00;60048.82;60433.81;51541.16;56280.6;12869.86;715234836.7;55574.41
19/04/2021 00:00;56260.83;57633;54252.88;55694.55;5791.24;326058564.5;56302.04
20/04/2021 00:00;55694.55;57119;53400;56503.19;5863.88;325428136.7;55497.04
21/04/2021 00:00;56493.02;56850;53628.79;53806.24;4578.26;253524186.5;55375.7
22/04/2021 00:00;53823.48;55491.8;50450.01;51683.95;7838.96;418259265.9;53356.5
23/04/2021 00:00;51693.98;52131.34;47555;51176.65;11649.32;577912581.7;49609.13
24/04/2021 00:00;51177.77;51227.38;48713.34;50118.94;3445.14;172117188.2;49959.47
25/04/2021 00:00;50126.34;50608.94;47004.2;49128.43;4167.44;205165626.7;49230.66
26/04/2021 00:00;49122.75;54404.78;48823.01;54073.41;6046.8;320174846.4;52949.5
27/04/2021 00:00;54015.32;55519.37;53325.75;55091.39;4111.13;224672450.7;54649.87
28/04/2021 00:00;55094.73;56500;53811.49;54901.97;4542.51;249026460.7;54821.34
29/04/2021 00:00;54898.45;55239.33;52379.9;53593.97;4172.68;223849381.7;53646.47
30/04/2021 00:00;53585.93;58008;53087.15;57775.27;4809.18;267530998.3;55629.21
01/05/2021 00:00;57790.66;58549;57049.63;57851.91;2248.56;130023044;57825.14
02/05/2021 00:00;57893.01;57967.01;56064.51;56622.66;1887.08;107163777.6;56788.02
03/05/2021 00:00;56599.91;59000;56500;57222.37;3636.52;210577616.8;57906.4
04/05/2021 00:00;57227.64;57250.85;53080.69;53236.84;5747.19;316945277.9;55147.83
05/05/2021 00:00;53221.75;57976.62;52924.5;57509.93;5504.56;309233720.6;56177.76
06/05/2021 00:00;57517.08;58420.83;55283;56447.39;5144.23;292223347.8;56806.01
07/05/2021 00:00;56425.82;58743.85;55288.11;57381.73;4234.71;241485865.5;57025.37
08/05/2021 00:00;57371.02;59564.24;56977.5;58984.75;2928.99;171828795.2;58664.79
09/05/2021 00:00;58964.89;59300.62;56256;58305.24;2589.63;149945356.7;57902.33
10/05/2021 00:00;58336.16;59603;53500;55880.72;6589.43;375398299.6;56969.79
11/05/2021 00:00;55854.43;56972.33;54500;56763.7;4203.17;234619525;55819.67
12/05/2021 00:00;56763.7;58021.26;48530;49386.56;6367.35;346622935;54437.52
13/05/2021 00:00;49419.44;51420.72;45700;49694.96;9096.38;450092958.7;49480.43
14/05/2021 00:00;49711.64;51572;48875.69;49880.43;4011.08;201758486.5;50300.27
15/05/2021 00:00;49883.89;50710.93;46448.53;46708.89;3613.93;174921159.1;48401.94
16/05/2021 00:00;46753.4;49800;43769.4;46444.75;5750.08;267582688;46535.45
17/05/2021 00:00;46446.42;46648.5;42100;43593.39;12262.72;540003862.2;44036.21
18/05/2021 00:00;43581.27;45872.05;42023.69;42877.75;6275.91;276431302.8;44046.38
19/05/2021 00:00;42900.85;43601.63;30066;36780.43;32468.86;1233363958;37986.05
20/05/2021 00:00;36793.39;43000;35000;40640.9;14703.03;585763330.7;39839.63
21/05/2021 00:00;40566.13;42297.89;33520;37335.16;13106.84;501570358.1;38267.83
22/05/2021 00:00;37318.43;38887.99;35260;37500.54;5720.01;213523515.4;37329.25
23/05/2021 00:00;37474.34;38311.74;31107.46;34706.79;9376.29;320233593.9;34153.54
24/05/2021 00:00;34735.35;39960;34426.21;38839.86;10213.18;381206446.9;37324.94
25/05/2021 00:00;38848.36;40000;36486.85;38397.72;5765.35;219203791.8;38020.92
26/05/2021 00:00;38385.87;40904;37859.74;39309.56;4205.61;165383293.2;39324.42
27/05/2021 00:00;39299.46;40429.47;37212.9;38503.47;4113.44;160304687.6;38970.97
28/05/2021 00:00;38578.5;38905.12;34710.23;35692.46;6167.02;224336970.4;36376.88
29/05/2021 00:00;35691.36;37348.01;33650;34632.08;4457.17;156799838.2;35179.26
30/05/2021 00:00;34644.09;36516.99;33425;35677.72;2979.72;105578080.8;35432.22
31/05/2021 00:00;35675.3;37540.96;34195.2;37341.41;4383.79;158951116.9;36258.82
01/06/2021 00:00;37279.89;37927.44;35699.98;36693.3;4348.75;159091714.2;36583.28
02/06/2021 00:00;36693.3;38256.3;35933.19;37589.36;4270.1;159542306.1;37362.63
03/06/2021 00:00;37585.12;39490;37176.06;39219.88;4058.94;156720692.6;38611.21
04/06/2021 00:00;39242.94;39277.36;35576.67;36887.32;5786.19;213732275.7;36938.37
05/06/2021 00:00;36851.58;37927.93;34849.65;35532.14;4106.35;149255532.3;36347.5
06/06/2021 00:00;35532.59;36510.58;35250;35808.85;2526.73;90744305.29;35913.68
07/06/2021 00:00;35810.69;36808.3;33321.09;33582.62;4913.04;174738848.9;35566.34
08/06/2021 00:00;33567.51;34085.61;31025;33411.69;9044.65;295411111.9;32661.43
09/06/2021 00:00;33413.19;35450;32423.72;34930.92;3960.8;134549438.5;33970.27
